Date,Team 1,Team 2,Match Type,Venue,GMT Time,Local Time,Status,Commentary Link,Year
"Mar 23, Sat",CHENNAI SUPER KINGS,ROYAL CHALLENGERS BENGALURU,1st Match,"MA Chidambaram Stadium, Chennai",,02:30 PM,Chennai Super Kings won by 7 wkts,https://www.cricbuzz.com/cricket-scores/22396/csk-vs-rcb-1st-match-indian-premier-league-2019,2019
"Mar 24, Sun",KOLKATA KNIGHT RIDERS,SUNRISERS HYDERABAD,2nd Match,"Eden Gardens, Kolkata",,10:30 AM,Kolkata Knight Riders won by 6 wkts,https://www.cricbuzz.com/cricket-scores/22397/kkr-vs-srh-2nd-match-indian-premier-league-2019,2019
"Mar 24, Sun",MUMBAI INDIANS,DELHI CAPITALS,3rd Match,"Wankhede Stadium, Mumbai",,02:30 PM,Delhi Capitals won by 37 runs,https://www.cricbuzz.com/cricket-scores/22398/mi-vs-dc-3rd-match-indian-premier-league-2019,2019
"Mar 25, Mon",RAJASTHAN ROYALS,PUNJAB KINGS,4th Match,"Sawai Mansingh Stadium, Jaipur",,02:30 PM,Kings XI Punjab won by 14 runs,https://www.cricbuzz.com/cricket-scores/22399/rr-vs-pbks-4th-match-indian-premier-league-2019,2019
"Mar 26, Tue",DELHI CAPITALS,CHENNAI SUPER KINGS,5th Match,"Arun Jaitley Stadium, Delhi",,02:30 PM,Chennai Super Kings won by 6 wkts,https://www.cricbuzz.com/cricket-scores/22400/dc-vs-csk-5th-match-indian-premier-league-2019,2019
"Mar 27, Wed",KOLKATA KNIGHT RIDERS,PUNJAB KINGS,6th Match,"Eden Gardens, Kolkata",,02:30 PM,Kolkata Knight Riders won by 28 runs,https://www.cricbuzz.com/cricket-scores/22401/kkr-vs-pbks-6th-match-indian-premier-league-2019,2019
"Mar 28, Thu",ROYAL CHALLENGERS BENGALURU,MUMBAI INDIANS,7th Match,"M.Chinnaswamy Stadium, Bengaluru",,02:30 PM,Mumbai Indians won by 6 runs,https://www.cricbuzz.com/cricket-scores/22402/rcb-vs-mi-7th-match-indian-premier-league-2019,2019
"Mar 29, Fri",SUNRISERS HYDERABAD,RAJASTHAN ROYALS,8th Match,"Rajiv Gandhi International Stadium, Hyderabad",,02:30 PM,Sunrisers Hyderabad won by 5 wkts,https://www.cricbuzz.com/cricket-scores/22403/srh-vs-rr-8th-match-indian-premier-league-2019,2019
"Mar 30, Sat",PUNJAB KINGS,MUMBAI INDIANS,9th Match,"Punjab Cricket Association IS Bindra Stadium, Mohali",,10:30 AM,Kings XI Punjab won by 8 wkts,https://www.cricbuzz.com/cricket-scores/22404/pbks-vs-mi-9th-match-indian-premier-league-2019,2019
"Mar 30, Sat",DELHI CAPITALS,KOLKATA KNIGHT RIDERS,10th Match,"Arun Jaitley Stadium, Delhi",,02:30 PM,Match tied (Delhi Capitals won the Super Over),https://www.cricbuzz.com/cricket-scores/22405/dc-vs-kkr-10th-match-indian-premier-league-2019,2019
